m,time
47.4024267983598,3140177285845
47.30622614698982,3140277285845
46.68931698548706,3140377285845
43.95545301379816,3140477285845
43.978881409443204,3140577285845
46.21477980251749,3140677285845
50.64594243217357,3140777285845
51.340407731426495,3140877285845
52.890277026147444,3140977285845
53.70684106579297,3141077285845
52.31137916571541,3141177285845
50.56485589185635,3141277285845
50.27125960147696,3141377285845
48.01372293216704,3141477285845
50.0946184471395,3141577285845
48.73031885710654,3141677285845
48.464155889138006,3141777285845
47.11933048126337,3141877285845
44.55497249996544,3141977285845
44.5133446123137,3142077285845
45.29626461252554,3142177285845
44.28660958181782,3142277285845
44.4670984321434,3142377285845
44.06056639906735,3142477285845
42.923154378196394,3142577285845
43.5389301248802,3142677285845
44.901133843850744,3142777285845
45.37723427683966,3142877285845
45.62028164774129,3142977285845
45.96266216794218,3143077285845
42.28586273087022,3143177285845
41.45196477925647,3143277285845
41.027884457578715,3143377285845
38.98950049343661,3143477285845
39.163499375482544,3143577285845
35.854971671006595,3143677285845
28.989008468916968,3143777285845
28.940916375883237,3143877285845
30.448091538634863,3143977285845
30.561216976517812,3144077285845
31.794574875206145,3144177285845
31.578011119015837,3144277285845
31.68788261489201,3144377285845
31.101728708745057,3144477285845
30.46720789157983,3144577285845
27.91117683977762,3144677285845
25.020724164178723,3144777285845
25.532817132722553,3144877285845
23.988254332092232,3144977285845
24.520568972664147,3145077285845
25.330529578562032,3145177285845
22.219986315925087,3145277285845
26.443365346546628,3145377285845
30.108898822607852,3145477285845
29.314875546968715,3145577285845
31.469832728703235,3145677285845
28.58683533363691,3145777285845
27.204083525559014,3145877285845
25.860091779830785,3145977285845
26.89287769828369,3146077285845
25.1830228341872,3146177285845
23.267532182393012,3146277285845
21.29671018889526,3146377285845
20.741278355817503,3146477285845
20.389898835587907,3146577285845
17.532709987077755,3146677285845
17.432813509121488,3146777285845
20.645981273024532,3146877285845
22.525886680053212,3146977285845
21.95154673839413,3147077285845
24.740437569288737,3147177285845
24.034446792295373,3147277285845
23.895745790959854,3147377285845
24.568874468334354,3147477285845
23.56125810193109,3147577285845
20.205157184085287,3147677285845
21.372553987420236,3147777285845
